doNo,subDoNo,mngFctryCd,facBranchCd,shipperCode,setCd,cntNo,yr,ssnCd,dptPortCd,cntry,exf,packKey,epc,SOnumber,PO,SKU,UPC
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD476,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD469,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD468,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD458,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD455,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD454,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD453,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD450,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD44C,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD3DF,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD3D5,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD3CE,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD3C7,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-004-000,3,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900400000003,00B07A14EC0C06AE90EDD3C5,s,s,s,2000187123149
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD23F,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD23E,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD23C,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD233,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD216,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD215,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD214,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD212,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD211,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD20C,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD20B,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1FB,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1FA,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1F6,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1F5,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1F2,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1EE,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1D6,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1D4,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1A5,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1A4,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1A3,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1A2,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1A1,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD1A0,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD19F,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD19E,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD19D,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD19C,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD19B,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD19A,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD199,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD198,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD197,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD196,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD195,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD193,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD191,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD190,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD18F,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD18E,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD18D,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD18C,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD18B,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD18A,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD17D,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD17C,s,s,s,2000187123163
D2524-464823-013-01,,,,57,69-006-000,8,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130142576900600000008,00B07A14EC0C072E90EDD17B,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD218,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD210,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD20F,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD20E,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD20D,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD20A,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD209,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD208,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD207,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD206,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD205,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1F8,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1F7,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1EF,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1EC,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1EB,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1EA,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E9,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E8,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E7,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E6,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E5,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E4,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E3,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E2,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1E0,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1DF,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1DE,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1DD,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1DC,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1DB,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1DA,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1D9,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1D8,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1D7,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD1D5,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD192,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD189,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD188,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD187,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD186,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD185,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD184,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD183,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD182,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD181,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD180,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,10,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000010,00B07A14EC0C072E90EDD17F,s,s,s,2000187123163
D2524-464823-013-02,,,,57,69-006-000,11,2024,2,VNSGN,Ho Chi Minh,2024-01-13,25244648230130242576900600000011,00B07A14EC0C072E90EDD3BA,s,s,s,2000187123163
