doNo,subDoNo,mngFctryCd,facBranchCd,shipperCode,setCd,cntNo,yr,ssnCd,dptPortCd,cntry,exf,packKey,epc,SOnumber,PO,SKU,UPC
D0424-465189-013-01,1,005O,14,1373,00-002-000,77,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000200000077,00B07A14F815FBAF8A000134,s,s,s,2000190225106
D0424-465189-013-01,1,005O,14,1373,00-002-000,77,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000200000077,00B07A14F815FBAF8A000131,s,s,s,2000190225106
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A00037D,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000379,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000378,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000373,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000351,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A00034A,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000347,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000346,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000344,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000341,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000339,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A00032C,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A00032B,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000328,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000322,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A00031B,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A00031A,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A000309,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A0002F8,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A0002EA,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A0002E3,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A0002DE,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A0002C3,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,92,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000092,00B07A14F815FBEF8A0002C2,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A000519,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A000509,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A000501,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0004F0,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0004E9,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0004E8,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0004E2,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0004D5,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0004D4,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0004CD,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0001DB,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0001D8,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0001C1,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0001C0,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0001B8,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0001B6,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0001AF,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A0001A5,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A00009F,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A00009D,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A00009A,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A000099,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A00006A,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,105,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000105,00B07A14F815FBEF8A000004,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A00056D,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A00055E,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A00055D,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A000557,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A000531,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A00052E,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A000528,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A000521,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A000520,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A00051C,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A00051B,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003E8,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003E7,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003E6,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003E2,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003DF,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003BE,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003BD,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003BC,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003BB,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003BA,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003B9,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003B8,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-003-000,107,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000300000107,00B07A14F815FBEF8A0003A2,s,s,s,2000190225113
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A0000A7,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A00005A,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000059,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000054,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000049,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000037,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000036,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000035,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000034,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000032,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000030,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A00002F,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000026,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000022,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A00001D,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A00001C,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000019,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000018,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A00000D,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000009,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000006,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000004,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000003,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,140,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000140,00B07A14F815FC2F8A000001,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A0006D1,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A0006CD,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A0006AD,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A0006AB,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A0006A5,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00069E,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A000424,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00041F,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00041E,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00041D,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00041C,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00041B,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A000419,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A000410,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00040F,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00040E,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A0003EB,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A0003E9,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A0000A3,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00009F,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00009E,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00009C,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A00006C,s,s,s,2000190225120
D0424-465189-013-01,1,005O,14,1373,00-004-000,167,2024,2,KHPNH,Phnom Penh,2024-05-09,04244651890130142140000400000167,00B07A14F815FC2F8A000068,s,s,s,2000190225120
