doNo,subDoNo,mngFctryCd,facBranchCd,shipperCode,setCd,cntNo,yr,ssnCd,dptPortCd,cntry,exf,packKey,epc,SOnumber,PO,SKU,UPC
D0124-470050-005-05,1,01FA,21,8958,08-004-000,16,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800400000016,00B07A14F039C71120001179,s,s,s,2000188591640
D0124-470050-005-05,1,01FA,21,8958,08-004-000,16,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800400000016,00B07A14F039C71120001146,s,s,s,2000188591640
D0124-470050-005-05,1,01FA,21,8958,08-004-000,16,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800400000016,00B07A14F039C7112000113D,s,s,s,2000188591640
D0124-470050-005-05,1,01FA,21,8958,08-004-000,16,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800400000016,00B07A14F039C7112000111A,s,s,s,2000188591640
D0124-470050-005-05,1,01FA,21,8958,08-004-000,16,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800400000016,00B07A14F039C71120001119,s,s,s,2000188591640
D0124-470050-005-05,1,01FA,21,8958,08-003-000,4,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800300000004,00B07A14F039C6D12000093C,s,s,s,2000188591633
D0124-470050-005-05,1,01FA,21,8958,08-003-000,4,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800300000004,00B07A14F039C6D120000929,s,s,s,2000188591633
D0124-470050-005-05,1,01FA,21,8958,08-003-000,4,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800300000004,00B07A14F039C6D12000091C,s,s,s,2000188591633
D0124-470050-005-05,1,01FA,21,8958,08-003-000,4,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800300000004,00B07A14F039C6D120000911,s,s,s,2000188591633
D0124-470050-005-05,1,01FA,21,8958,08-003-000,4,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800300000004,00B07A14F039C6D12000090B,s,s,s,2000188591633
D0124-470050-005-05,1,01FA,21,8958,08-003-000,4,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800300000004,00B07A14F039C6D1200008FE,s,s,s,2000188591633
D0124-470050-005-05,1,01FA,21,8958,08-003-000,4,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800300000004,00B07A14F039C6D1200008AB,s,s,s,2000188591633
D0124-470050-005-05,1,01FA,21,8958,08-003-000,4,2024,3,KHPNH,Phnom Penh,2024-05-15,01244700500050543210800300000004,00B07A14F039C6D12000084A,s,s,s,2000188591633
